"id","text"
3608,"A plot to make most terrible things happen at Hogwarts School of Witchcraft and Wizardry this year,"" whispered Dobby, suddenly trembling all over."
3544,"Voldemort might be a ruin of his former self, but he was still terrifying, still cunning, still determined to regain power."
3523,"He didn't think the Dursleys would like him any better in Majorca than they did on Privet Drive."
3511,"Some rich builder and his wife were coming to dinner and Uncle Vernon was hoping to get a huge order from him (Uncle Vernon's company made drills)."
3481,"Harry stared from his purple-faced uncle to his pale aunt, who was trying to heave Dudley to his feet."
3443,"Those who could add up while yelling themselves hoarse knew that Gryffindor now had four hundred and seventy-two points  -  exactly the same as Slytherin."
3430,"A storm of cheering and stamping broke out from the Slytherin table."
3394,"He smiled and popped the golden-brown bean into his mouth."
3379,"He didn't realize that love as powerful as your mother's for you leaves its own mark."
3363,"Dumbledore hummed a little and smiled at the ceiling."
3319,"Where there should have been a back to Quirrell's head, there was a face, the most terrible face Harry had ever seen."
3289,"And to Harry's horror, a voice answered, and the voice seemed to come from Quirrell himself  ""Use the boy..."
3284,"But how can I look without Quirrell realizing what I'm up to?"
3234,"She took a long drink from the round bottle at the end, and shuddered."
3211,"With one last desperate look back at Ron, Harry and Hermione charged through the door and up the next passageway."
3188,"Finally he said, ""Now, don't be offended or anything, but neither of you are that good at chess  - ""  ""We're not offended,"" said Harry quickly."
3175,"The next chamber was so dark they couldn't see anything at all."
3093,"He caught himself in time and hovered about a foot off the stairs."
3084,"In their nervous state, every statue's shadow looked like Filch, every distant breath of wind sounded like Peeves swooping down on them."
3057,"This was the first night he hadn't been upset by it."
2967,"In a matter of seconds, though, he was wide-eyed as Harry began to tell him and Hermione what had happened in the forest."
2966,"He shouted something about Quidditch fouls when Harry roughly shook him awake."
2897,"They had just passed a bend in the path when Hermione grabbed Hagrid's arm."
2845,"A light breeze lifted their hair as they looked into the forest."
2788,"Hermione had stopped drawing attention to herself in class, keeping her head down and working in silence."
2724,"The steep spiral staircase up to the top of the tower seemed the easiest thing in the world after that."
2711,"It was a very dark, cloudy night, and they were a bit late arriving at Hagrid's hut because they'd had to wait for Peeves to get out of their way in the entrance hall, where he'd been playing tennis against the wall."
2629,"Hermione had now started making study schedules for Harry and Ron, too."
2609,"Hagrid's beard twitched and they could tell he was smiling."
2578,"Snape was sweeping about in his usual bad temper, which surely meant that the Stone was still safe."
2470,"He must have had to bunny hop all the way up to Gryffindor tower."
2467,"Speaking quietly so that no one else would hear, Harry told the other two about Snape's sudden, sinister desire to be a Quidditch referee."
2412,"Ron tore his eyes away from this splendid sight to look excitedly at Harry."
2400,"What Harry feared most was that he might not be able to find the mirror room again."
2301,"He let the material flow over his hands, smoother than silk, light as air."
2278,"Percy Weasley stuck his head through the door, looking disapproving."
2276,"Fred and George were wearing blue sweaters, one with a large yellow F on it, the other a G."
2253,"Something fluid and silvery gray went slithering to the floor where it lay in gleaming folds."
2236,"When he woke early in the morning, however, the first thing he saw was a small pile of packages at the foot of his bed."
2212,"He had been wondering for a while if Flamel wasn't somewhere in there."
2207,"The trouble was, it was very hard to know where to begin, not knowing what Flamel might have done to get himself into a book."
2193,"Ron and his brothers were staying, too, because Mr. and Mrs. Weasley were going to Romania to visit Charlie."
2165,"Harry was speeding toward the ground when the crowd saw him clap his hand to his mouth as though he was about to be sick  -  he hit the field on all fours  -  coughed  -  and something gold fell into his hand."
2162,"Up in the air, Harry was suddenly able to clamber back on to his broom."
1971,"It roared again and started toward Ron, who was nearest and had no way to escape."
1939,"Peering around it, however, they saw not Percy but Snape."
1909,"Professor Flitwick put the class into pairs to practice."
1884,"Harry swung at it with the bat to stop it from breaking his nose, and sent it zigzagging away into the air  -  it zoomed around their heads and then shot at Wood, who dived on top of it and managed to pin it to the ground."
1840,"Hermione was now refusing to speak to Harry and Ron, but she was such a bossy know-it-all that they saw this as an added bonus."
1835,"Indeed, by the next morning Harry and Ron thought that meeting the three-headed dog had been an excellent adventure, and they were quite keen to have another one."
1751,"All the same, it wasn't what you'd call the perfect end to the day, Harry thought, as he lay awake much later listening to Dean and Seamus falling asleep (Neville wasn't back from the hospital wing)."
1746,"The most you and Malfoy'll be able to do is send sparks at each other."
1733,"Harry had just finished telling Ron what had happened when he'd left the grounds with Professor McGonagall."
1710,"Up the front steps, up the marble staircase inside, and still Professor McGonagall didn't say a word to him."
1702,"Harry caught sight of Malfoy, Crabbe, and Goyle's triumphant faces as he left, walking numbly in Professor McGonagall's wake as she strode toward the castle."
1677,"Neville, his face tear-streaked, clutching his wrist, hobbled off with Madam Hooch, who had her arm around him."
1673,"Harry saw his scared white face look down at the ground falling away, saw him gasp, slip sideways off the broom and  -   WHAM  -  a thud and a nasty crack and Neville lay facedown on the grass in a heap."
1578,"Harry forced himself to keep looking straight into those cold eyes."
1558,"By the end of the first Potions lesson, he knew he'd been wrong."
1544,"Harry asked Ron as he poured sugar on his porridge."
1487,"They heard him zooming away, rattling coats of armor as he passed."
1482,"He raised his voice, ""Peeves  -  show yourself""  A loud, rude sound, like the air being let out of a balloon, answered."
1477,"The Gryffindor first years followed Percy through the chattering crowds, out of the Great Hall, and up the marble staircase."
1470,"Harry noticed that the other teachers' smiles had become rather fixed."
1436,"Someone had obviously tried to behead him, but not done it properly."
1385,"As Harry stepped forward, whispers suddenly broke out like little hissing fires all over the hall."
1363,"Yes, trying on the hat was a lot better than having to do a spell, but he did wish they could have tried it on without everyone watching."
1288,"And the fleet of little boats moved off all at once, gliding across the lake, which was as smooth as glass."
1225,"Anyway, we'd better go and look for Neville's toad."
1214,"She had a bossy sort of voice, lots of bushy brown hair, and rather large front teeth."
1134,"Harry watched the girl and her mother disappear as the train rounded the corner."
1088,"He was tall, thin, and gangling, with freckles, big hands and feet, and a long nose."
1081,"They stopped and so did he, just near enough to hear what they were saying."
1053,"He got up and pulled on his jeans because he didn't want to walk into the station in his wizard's robes  -  he'd change on the train."
1007,"The late afternoon sun hung low in the sky as Harry and Hagrid made their way back down Diagon Alley, back through the wall, back through the Leaky Cauldron, now empty."
977,"No two Ollivander wands are the same, just as no two unicorns, dragons, or phoenixes are quite the same."
959,"Ten and a quarter inches long, swishy, made of willow."
958,"It seems only yesterday she was in here herself, buying her first wand."
942,"Harry now carried a large cage that held a beautiful snowy owl, fast asleep with her head under her wing."
939,"Not a toad, toads went outta fashion years ago, yeh'd be laughed at - an' I don' like cats, they make me sneeze."
891,"How often had they complained how much Harry cost them to keep?"
885,"A lot of green smoke came billowing out, and as it cleared, Harry gasped."
874,"They were in a narrow stone passageway lit with flaming torches."
787,"Hagrid took up two seats and sat knitting what looked like a canary-yellow circus tent."
749,"Harry counted out five little bronze coins, and the owl held out his leg so Harry could put the money into a small leather pouch tied to it."
742,"The hut was full of sunlight, the storm was over, Hagrid himself was asleep on the collapsed sofa, and there was an owl rapping its claw on the window, a newspaper held in its beak."
699,"Some say he's still out there, bidin' his time, like, but I don' believe it."
617,"He had been to school, after all, and his marks weren't bad."
601,"His eyes fell on the empty grate with the shriveled chip bags in it and he snorted."
560,"Dudley's snores were drowned by the low rolls of thunder that started near midnight."
545,"After what seemed like hours they reached the rock, where Uncle Vernon, slipping and sliding, led the way to the broken-down house."
516,"They ate stale cornflakes and cold tinned tomatoes on toast for breakfast the next day."
496,"Uncle Vernon seized Harry around the waist and threw him into the hall."
495,"The Dursleys ducked, but Harry leapt into the air trying to catch one."
442,"That evening when he got back from work, Uncle Vernon did something he'd never done before; he visited Harry in his cupboard."
430,"Aunt Petunia took it curiously and read the first line."
426,"His face went from red to green faster than a set of traffic lights."
373,"The weirdest thing about all these people was the way they seemed to vanish the second Harry tried to get a closer look."
343,"Caught by surprise, Harry fell hard on the concrete floor."
341,"As the snake shook its head, a deafening shout behind Harry made both of them jump."
321,"Uncle Vernon rapped the glass smartly with his knuckles, but the snake just snoozed on."
290,"Dudley's gang had been chasing him as usual when, as much to Harry's surprise as anyone else's, there he was sitting on the chimney."
265,"Dudley's mouth fell open in horror, but Harry's heart gave a leap."
234,"Dudley's favorite punching bag was Harry, but he couldn't often catch him."
151,"Professor McGonagall flinched, but Dumbledore, who was unsticking two lemon drops, seemed not to notice."
49,"It was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying."
36,"The traffic moved on and a few minutes later, Mr. Dursley arrived in the Grunnings parking lot, his mind back on drills."
35,"But then it struck Mr. Dursley that this was probably some silly stunt  -  these people were obviously collecting for something... yes, that would be it."
2,"They were the last people you'd expect to be involved in anything strange or mysterious, because they just didn't hold with such nonsense."
